date_time,Contamination,Rain,Temperature,Turbitity,,,Dates to find,,
25-Jan-16,green,1.46,52.538,4.1,,,,,
25-Jan-16,green,1.46,52.07,4.3,,,,,
25-Jan-16,green,1.46,50.612,4.3,,,,,
25-Jan-16,green,1.46,50.198,4.1,,,,,
01-Feb-16,green,0.5,50.054,0.3,,,,,
01-Feb-16,green,0.5,50.108,0.3,,,,,
01-Feb-16,green,0.5,49.568,0.3,,,,,
01-Feb-16,green,0.5,48.524,0.3,,,,,
01-Feb-16,green,0.5,48.272,0.3,,,,,
16-Feb-16,green,0.01,56.804,2.8,,,,,
16-Feb-16,green,0.01,56.462,5.8,,,,,
16-Feb-16,green,0.01,56.246,3.4,,,,,
16-Feb-16,green,0.01,56.246,2.6,,,,,
16-Feb-16,green,0.01,56.498,1.8,,,,,
29-Feb-16,green,0,57.452,3,,,,,
29-Feb-16,green,0,57.434,2.4,,,,,
29-Feb-16,green,0,57.11,2.3,,,,,
29-Feb-16,green,0,56.93,2.2,,,,,
29-Feb-16,green,0,57.29,2.3,,,,,
07-Mar-16,red,3.62,58.262,6.3,,,,,
07-Mar-16,red,3.62,57.974,6.2,,,,,
07-Mar-16,red,3.91,57.632,4,,,,,
07-Mar-16,red,3.91,57.29,5.2,,,,,
07-Mar-16,red,3.91,57.578,6.5,,,,,
14-Mar-16,green,1.4,57.398,18.9,,,,,
14-Mar-16,green,1.4,57.29,20.3,,,,,
14-Mar-16,green,1.41,57.434,13.3,,,,,
14-Mar-16,green,1.41,57.326,10.8,,,,,
14-Mar-16,green,1.41,58.046,12.7,,,,,
21-Mar-16,green,0.11,59.432,4.2,,,,,
21-Mar-16,green,0.11,59.792,4.7,,,,,
21-Mar-16,green,0.2,59.612,3.7,,,,,
21-Mar-16,green,0.2,57.344,4.7,,,,,
21-Mar-16,green,0.2,58.748,4.9,,,,,
28-Mar-16,yellow,0.02,58.838,15.3,,,,,
28-Mar-16,yellow,0.02,57.38,30.2,,,,,
28-Mar-16,yellow,0.02,55.994,16.2,,,,,
28-Mar-16,yellow,0.02,55.724,17.7,,,,,
28-Mar-16,yellow,0.02,55.616,494.2,,,,,
04-Apr-16,green,0,55.994,1.4,,,,,
04-Apr-16,green,0,56.318,1,,,,,
04-Apr-16,green,0,55.814,0.8,,,,,
04-Apr-16,green,0,56.426,1.8,,,,,
04-Apr-16,green,0,56.102,1.4,,,,,
12-Apr-16,green,0.34,57.002,1.6,,,,,
12-Apr-16,green,0.34,56.984,1.6,,,,,
12-Apr-16,green,0.34,56.696,3.3,,,,,
12-Apr-16,green,0.34,56.678,1.6,,,,,
12-Apr-16,green,0.34,56.678,3.6,,,,,
18-Apr-16,green,0.1,57.236,1.8,,,,,
18-Apr-16,green,0.1,57.506,2,,,,,
18-Apr-16,green,0.1,57.848,1.6,,,,,
18-Apr-16,green,0.1,56.156,3.9,,,,,
18-Apr-16,green,0.1,56.48,2.8,,,,,
25-Apr-16,green,0.14,59.36,1.2,,,,,
25-Apr-16,green,0.14,58.262,0.8,,,,,
25-Apr-16,green,0.14,57.056,1.1,,,,,
25-Apr-16,green,0.14,52.61,1.3,,,,,
25-Apr-16,green,0.14,55.04,1.8,,,,,
02-May-16,green,0.04,56.39,6.7,,,,,
02-May-16,green,0.04,55.85,7.3,,,,,
02-May-16,green,0.04,55.976,5.6,,,,,
02-May-16,green,0.04,55.364,8.1,,,,,
02-May-16,green,0.04,56.102,8,,,,,
09-May-16,green,0.18,56.696,6.4,,,,,
09-May-16,green,0.18,56.462,5.2,,,,,
09-May-16,green,0.18,56.192,5.2,,,,,
09-May-16,green,0.18,56.228,4.4,,,,,
09-May-16,green,0.18,54.968,3.7,,,,,
16-May-16,green,0.01,58.262,6.1,,,,,
16-May-16,green,0.01,57.884,3.7,,,,,
16-May-16,green,0.01,57.488,4.4,,,,,
16-May-16,green,0.01,58.496,1.9,,,,,
16-May-16,green,0.01,59,5.3,,,,,
23-May-16,green,0,58.154,2.3,,,,,
23-May-16,green,0,56.642,16.1,,,,,
23-May-16,green,0,54.806,9,,,,,
23-May-16,green,0,53.366,4.1,,,,,
23-May-16,green,0,56.246,19.4,,,,,
31-May-16,green,0,58.73,6.8,,,,,
31-May-16,green,0,59.252,7.2,,,,,
31-May-16,green,0,59.594,71.5,,,,,
31-May-16,green,0,57.74,7.9,,,,,
31-May-16,green,0,59.99,12.8,,,,,
06-Jun-16,green,0,59.252,19.8,,,,,
06-Jun-16,green,0,57.542,16.3,,,,,
06-Jun-16,green,0.01,57.452,19.7,,,,,
06-Jun-16,green,0.01,56.894,41.6,,,,,
06-Jun-16,green,0.01,56.462,20.2,,,,,
13-Jun-16,green,0,58.874,18.5,,,,,
13-Jun-16,green,0,59.702,11.3,,,,,
13-Jun-16,green,0,59.63,16.6,,,,,
13-Jun-16,green,0,56.966,17.6,,,,,
13-Jun-16,green,0,58.64,29.3,,,,,
20-Jun-16,green,0,59.054,25.6,,,,,
20-Jun-16,green,0,57.452,17.1,,,,,
20-Jun-16,green,0,57.524,18.9,,,,,
20-Jun-16,green,0,59.126,20.1,,,,,
20-Jun-16,green,0,57.488,19.7,,,,,
27-Jun-16,green,0,60.674,92.2,,,,,
27-Jun-16,green,0,61.718,114.4,,,,,
27-Jun-16,green,0,60.962,71.9,,,,,
27-Jun-16,green,0,57.812,88.4,,,,,
27-Jun-16,green,0,59.36,82,,,,,
06-Jul-16,green,0.02,50.288,103.8,,,,,
06-Jul-16,green,0.02,48.83,114.7,,,,,
06-Jul-16,green,0.02,48.884,117,,,,,
06-Jul-16,green,0.02,46.382,102.6,,,,,
06-Jul-16,green,0.02,43.97,102.6,,,,,
06-Mar-17,green,0.25,50.288,0.8,,,,,
06-Mar-17,green,0.25,48.83,0.8,,,,,
06-Mar-17,green,0.32,48.884,0.9,,,,,
06-Mar-17,green,0.32,46.382,0.9,,,,,
06-Mar-17,green,0.32,43.97,0.9,,,,,
13-Mar-17,green,0.01,56.642,5.8,,,,,
13-Mar-17,green,0.01,56.858,6,,,,,
13-Mar-17,green,0.01,56.858,10.8,,,,,
13-Mar-17,green,0.01,56.318,12.7,,,,,
13-Mar-17,green,0.01,57.758,4.9,,,,,
20-Mar-17,green,0,55.562,10.1,,,,,
20-Mar-17,green,0,56.102,8.5,,,,,
20-Mar-17,green,0.49,56.066,8.1,,,,,
20-Mar-17,green,0.98,55.94,9.7,,,,,
20-Mar-17,green,0.98,55.472,6,,,,,
27-Mar-17,green,2.88,55.868,9.2,,,,,
27-Mar-17,green,2.88,56.246,7.6,,,,,
27-Mar-17,green,2.89,56.498,9.7,,,,,
27-Mar-17,green,2.89,56.174,10.2,,,,,
27-Mar-17,green,2.89,56.102,8.5,,,,,
03-Apr-17,green,0,57.362,2.2,,,,,
03-Apr-17,green,0,56.768,2.2,,,,,
03-Apr-17,green,0,57.434,2.2,,,,,
03-Apr-17,green,0,57.542,2.2,,,,,
03-Apr-17,green,0,56.714,2.2,,,,,
18-Apr-17,green,0.76,55.058,24.9,,,,,
18-Apr-17,green,0.76,55.148,16.9,,,,,
24-Apr-17,green,0.03,53.978,32.3,,,,,
24-Apr-17,green,0.03,54.482,26.9,,,,,
24-Apr-17,green,0.03,54.626,48,,,,,
24-Apr-17,green,0.03,53.708,37,,,,,
24-Apr-17,green,0.03,52.718,49.2,,,,,
08-May-17,yellow,0,50.558,6.1,,,,,
08-May-17,yellow,0,52.268,71,,,,,
08-May-17,yellow,0,51.962,9.5,,,,,
08-May-17,yellow,0,50.81,11.5,,,,,
08-May-17,yellow,0,50.81,4.7,,,,,
16-May-17,green,0,53.942,3.1,,,,,
